,text,Language,Language_index
719,"kabatti, me niojakvargtlo otoruga namodu chesukuni unte, nuvvu akkadunna, otu veyadaniki nuvvu me niojakvarganiki ravalsi untundi.",tel,4
720,ikkad edu sitle gal ekasabh cocos (kiling) islands shair kaunsil kuda undi.,tel,4
721,"niku chaselu ishtamaite, assam watil tenga chapel vantaka niku nachchutundi.",tel,4
722,chala utsukataga undi.,tel,4
723,"inca, chikitsaparamin upayogas kakunda, radioesotop danini vineoginche samayaulo anukokunda radiodharmikat vidudal kakunda unddaniki danini chochchukupoleni rupanloki marustar.",tel,4
724,present aarthikaparamin charchl sanghik mariyu aarthik nirvahan madhyalo santulananiki akkuvaga moggu chuputu paryavaran nirvahan pat vat pratispandanal kont nirlakshya chestunnai.,tel,4
725,vatavaran marpu anedi konni vyavasay prantal utpattiki akkuv anukulanga chestundi mariyu migta prantal takkuvaga.,tel,4
726,"alage, navadd okati undi.",tel,4
727,"app, aayan nalugo sthanaion nilichinapp, dadapu 40 ell pat baddalukottani bharat jaatiya ricard nelakolpad.",tel,4
728,idi baundi!,tel,4
729,clymaks shutingulo sambali edchesindni kuda chadivan.,tel,4
730,"ledu, aslu wariken pattindi?",tel,4
731,"tredamarkulo dani brands leda vanijyasansthan itar brands leda vanijyasansthal nudi veru chese atuvanti drushyapratik, pada, peru, rupurekh, ninada, vivaran chit, mo. vi untai.",tel,4
732,namanirdisht vyaktini marche phurti prakriakai ekac yajmani mariyu namanirdisht vyakti aiency-3 mariyu aiency-4 ane rend patras amalu parchavalsi untundi.,tel,4
733,"china nishiddhanga bhavinche vishayalapai centrikrutmin i vyasallo, 1989 tiyananmen skver narmedha, chirman mao jedang kalchral revalyushan, prajaswamyankai hong kong porata, mariyu jingshang, tibets jatiparmin udriktats unnai.",tel,4
734,new indian cinema vanti marint navin drushtikonal sampradayak baliod kalatmakat nudi veru padata uddeshyanga pratyakashamvutai.,tel,4
735,ayan chivari kshana varaku manavjatiki udaharanto mariyu achranto sevanandincharu.,tel,4
736,"mrittika lakshanchitranalo bhautikshastramu, vatavaranmu mariyu aa prantaloni vriksha sampad aadharanga vibhinn rakaal matti gurtimpu, vivaran mariyu varnan, kshetrasthai pani mariyu prayogshal dattanshm dwara nirdharan mariyu pramanic patampai chitrikaran untai.",tel,4
737,"panivadi veshulo gattlo babli pampin hantk pandurang , taruvat samir gurinchin nijanni telusukuni gopal pakshan cheri dundgul odistadu, aa porata anukokunda gopal nu babli prushtabhaganlo kattipot podevaga atanu spruh colpovadanto chivraku aa jagau mugustundi, ayite antaku munde madhav, lakki, mariyu lakshmans aa kattini takavaddani hechcharinchi undadanto mugguru mitrulu navvukuntu undipothar.",tel,4
738,vanarulan vetakapha koraku ock public-praivet bhagswamyam (pipipi) vidhana uttamanga saripotundi.,tel,4
739,"aveunu, rendo second iyarlo unnan.",tel,4
740,adi chala baga anipistundi!,tel,4
741,ni karuki peru pettali.,tel,4
742,"inuvit ki chendin sampradayak gathal, aacharah, mariyu nishedhal tarchu vaari uttardhruvaprant kathin vatavrana kaliginche pramadalku mundu jagrattal.",tel,4
743,bharat ku prayaninchadaniki anumati pondenduku i-visa bharat praman patras kuda avasaramuntai.,tel,4
744,"phurti viluv chellinche nots arbiai jari karyalaya dwara bhandagar chellimpuluga pariganinchabadtai, ade samayaulo sagan viluv chellinche nots mariyu nirakarinchabadd nots nyayabaddha nirnayaniki pratipadinchabadin notega pariganinchabadi tadanugunanga vyavaharinchabadtai.",tel,4
745,asansol prakk nudi nuniya mariyu gauri ane rend chinn erulu pravahistai.,tel,4
746,rendito chala teda undi kani i akar danni gurtu chestondi.,tel,4
747,swine flu dadul tarvat anek nullku tamiflu (ockeltamivir) yokk sadharan roopantara bhartiya marketlo andubatuloki vachchindi.,tel,4
748,"chellimpul khatan sthirapargtanii, madhyasth vaddi shatal mariyu carporate pettubadul kos bahya muladhanpu sthiramain pravahanni konsaginchadaniki idi chala avasaram.",tel,4
749,"vitello ahara leda nitini tisukovailo taggudal, mandgati, kall nudi nitivanti leda polypoin telupu rangu shlesh srava, kallu vachi arrbadta, mariyu asahaj malam (rangu mariyu rupa) undavacchu.",tel,4
750,nuvvu ala anukuntene.,tel,4
751,"utprerka yokk utprerak charya colomananiki wade katal, esai nudi tisukobadin unit, dinini kshananiki mols choppun lekkistar.",tel,4
752,edo okaroju adi kuda prayatninchi chustanu.,tel,4
753,"adi nudils to tayaruchese arunachal pradesh vantaka, indulo vese padarthas pappu nudi edaina masa varaku marutu untai.",tel,4
754,"aveunu, gantal tarbadi orisha tuphanu gurinchi taaja varthal chustu unnan.",tel,4
755,"inca, ye rogyna, biessenel ki appaginchin kots nimishal kals nu ockk pioai nirvahan chapadutundi, ik atuvanti paristatelo, ye kal yatharthaminadi, yedi si. el. ai. rahit kal lek cherrgottabadd sielai do telusukonut vanijyaparanga sadhyam kad.",tel,4
756,"udaharanku, john polkinghorn 'bhavadharith' lek 'gyanadharith' taggimpuvadanga perkonnadi, semone blackbern mariyu jeguon kim ichchin nirvchana: ock vidhmain charchku chendin vastaval lek nijal, marok vidhnto marpidi chessi, tadwara aa rendity madhyalo sambandhanni erpat cheyata taggimpuvada yokk ock rupa.",tel,4
757,ye shailini anchukovali ardha kavatled.,tel,4
758,"2015 lo, i parishram nudi bharatvarshaniki vachchin videshi marak sampadan 16.94 billian dollars.",tel,4
759,"vahana kadulutu undga hathattuga break veyada, vinyasal cheyada leda pramada vantivi sambhvinchinapp biginchi kattabadni si.ar. ass vahan lopalibhagam gunda dusukupogaldu.",tel,4
760,konni ransamvertha spam maillas imaile atachmentluga pampabadtai.,tel,4
761,"halo, adbhutanga undindi.",tel,4
762,miku inkemaina sahayam andinchagalna?,tel,4
763,"renyu scalarshiple kakunda, kottave motta 60,000 scalarshiple ivvalann laksya undi.",tel,4
764,"kamanvalt bayati deshal indulo sabhyulu ayyenduku vies kalipinchenduku imperial cricket kanference perun interneshnal cricket kanference ga (taruvat, kaunsil ga) marchada jarigindi.",tel,4
765,nuvvu chaduvukovalante anno sahitya rachanalunnai.,tel,4
766,"interneshnal trade center dwara anek karyakramas nirvahinchabadutunnai, ivi chinn vyaparah mariyu parishramikavettal avasarase nokkicheppy, digital tredga edige samayaulo wariki maddatu istai: mena prantaloni yuvatku avakashalu, asdigies-photo pradarshan koraku chiru vyaparah, kridallo yuv vyavasthapakulu, mahillapai pettubadi pettada vantivi.",tel,4
767,"oh, ant drudamin vyaktitvamo!",tel,4
768,antransullo mimmalni vakcin sartiphicatt adugutharu.,tel,4
769,"nuvvu cheppindi nijme ayyudali, i paddhati konni sar sayapadutundi.",tel,4
770,"atani kutumb vyapaarasansth, sino-thai engineering and kanstrakshan piciel, bankachloni suvarnabhumi air port vanti anek bhari prabhutva projectula nirminchindi.",tel,4
771,"telusu, na snehitudokad o aidell krita web diginenglo deploma chesad.",tel,4
772,sare. mari rendav dani sangatenti- shilpkala?,tel,4
773,"kamanvalt kridallo vyaktigat swarna pataka geluchukunn ekac kridakar milkha singh undevar, kani 2010 kamanvalt kridallo, 52 ell taruvat krishna punia bharatku mahill disease trolo swarna pataka gelychi, kamanvalt kridallo athletics lo swarna gelichin toli mahilga charitra srustinchindi.",tel,4
774,"ante, nuvvu chuse vatavaran paristhitulu, pradeshal, kattdal, inca antento samachar niku aa pradeshal churdaniki bayati valelinpp upayog padutunda?",tel,4
775,"sikh mata svayn niyanthran mariyu mitaharanni protsahistundi, anaga pastulunderad, atiganu tinrad.",tel,4
776,chala thanks!,tel,4
777,"sarukulani, vedya sadupayalani, mandulu, atyavasaramin wasteul rupao anno sansthal, app avasaramaite app prajalku sayam andistunnar.",tel,4
778,dinni bayataki tisinppudlla sigguto chachchipovali.,tel,4
779,rakarkal chitkalato swantanga aa vishayanni marint asaktikaranga ela malchukogalamann dani mid aadharpari untundi.,tel,4
780,"prapanch aarthik sankshobha erpadinappati nudi, prabhutva rangam marint, merugan samachar sekarinchi adrushya balahinatal anveshistundi.",tel,4
781,"kondar agents ticket blakulo ammutunnar, watil nudi vini untaw.",tel,4
782,kovine vebcitlo ni peru namodu chesukunnav anukunta.,tel,4
783,nenu antrance ki daggarlone unn main kampus lo aduru chustanu.,tel,4
784,"devas oppanda mid appatike santaka cheyabadinppatiki, anek seva pradats upagrah samarthyanni upayoginchukune asakti kaligi unnti 2005 novemberlo kabinetku tapp samachar ivvabadindi.",tel,4
785,"kabatti, bhu vanarulu mariyu vat samarthya/parimitulu/samarthatal gurinchin samagr samachar anedi aa praant abhivruddhi, parivatik prantallo nail sanrakshan, susthir vyavasayam, parivatik nirvahan, kshininchin bhoomul punaruddharan modalgunatuvanti vividh prayojnal nimitta avasaramvutundi.",tel,4
786,"dinni puttu antar, dinni memu mamuluga nall shangaltopat tintam.",tel,4
787,"ayite adi bharatlo me 9 avutundi, karyakram udyam 5:30ku modalvutundi.",tel,4
788,"marusati roju kos, otarlega me kutumb sabhyul anubhaval gurinchi varito matladandi.",tel,4
789,"prayan patrala passport, visa, dravya dhruvapatra, leda passport lo dravya aamoda, prayan bimaa, aaday pannu nivedikalu, arogya dhruvapatras, mo. vi. untai.",tel,4
790,sir kast ma pradarshanani chusi me viluvan abhiprayanni kament baksulo andinchandi.,tel,4
791,"naku maithal koddi nadapata ishtan, ade na abhiruchi.",tel,4
792,"bhavisyattulo saulabhyam kos, kampaslo ma seval pondenduku meeru ock yapni vadvachchu.",tel,4
793,naku sayam chestara?,tel,4
794,"vinikidi lopangal vyaktulu sadharannga noti matato sambhashistar, mariyu vinikidi parikaras, kaclear amrikal, itar sadhanas, alage shirshikal vall labdi pondagalru.",tel,4
795,"1997lo sanyo ""pioessiepi"" palimar tantelu chipsto anusarinchindi.",tel,4
796,"nenu i pradeshal gurinchi ippatike chala chadivi unnan, inca poinsari aurangabadku valeldaniki naku samayam saripoledu.",tel,4
797,"gurtunda, edadi kindat me kolig biknu kalcharu.",tel,4
798,bharatvaesha gopp vaividhya-vyatyasabharit bhumi.,tel,4
799,repe ambedkar jayanti!,tel,4
